OID_,Status,Score,X,Y,USER_Ward,USER_Precinct,USER_Location2,USER_Location3,Match_addr,USER_City,USER_State,USER_ZipCode,USER_Voting_Roo,USER_HP_Entrance,shape_wkt,POINT_X,POINT_Y
74,M,99.579999999999998,-71.034891172794104,42.333557322776670,6.000000000000000,8,MONSIGNOR JOHN T POWERS ELDERLY HOUSING ,120 L STREET,"120 L Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE USE DOOR CLOSEST TO EAST FIFTH STREET,POINT (-71.034891172999949 42.333557323000036),-71.034891172999949,42.333557323000036
75,M,99.659999999999997,-71.038715164660815,42.335793279267762,6.000000000000000,7,SOUTH BOSTON LIBRARY ,646 EAST BROADWAY,"646 East Broadway, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN MEETING ROOM,,POINT (-71.038715164999985 42.335793279000029),-71.038715164999985,42.335793279000029
76,M,99.579999999999998,-71.034891172794104,42.333557322776670,6.000000000000000,9,MONSIGNOR JOHN T POWERS ELDERLY HOUSING ,120 L STREET,"120 L Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE USE DOOR CLOSEST TO EAST FIFTH STREET,POINT (-71.034891172999949 42.333557323000036),-71.034891172999949,42.333557323000036
77,M,99.290000000000006,-71.045370395782115,42.352253828361739,6.000000000000000,11,DISTRICT HALL , 75 NORTHERN AVE,"75 Northern Avenue, Boston, Massachusetts, 02210",BOSTON,MA,02210,,,POINT (-71.045370395999953 42.352253828000073),-71.045370395999953,42.352253828000073
78,M,99.409999999999997,-71.053635790503421,42.342945305790266,6.000000000000000,10,ARTISTS FOR HUMANITY ,100 WEST SECOND STREET,"100 West Second Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,,,POINT (-71.053635790999977 42.342945306000047),-71.053635790999977,42.342945306000047
79,M,100.000000000000000,-71.041771206558579,42.330877334964867,7.000000000000000,3,FOLEY APARTMENTS ,199 H STREET,"199 H Street, #3, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN COMMUNITY ROOM,,POINT (-71.041771206999954 42.330877335000025),-71.041771206999954,42.330877335000025
80,M,99.700000000000003,-71.038508802204632,42.334904168888414,7.000000000000000,1,DR JOSEPH P TYNAN SCHOOL,650 EAST FOURTH STREET,"650 East Fourth Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN CAFETERIA,,POINT (-71.038508801999967 42.334904169000026),-71.038508801999967,42.334904169000026
81,M,98.799999999999997,-71.045370395782115,42.352253828361739,6.000000000000000,12,DISTRICT HALL , 75 NORTHERN AVE,"75 Northern Avenue, Boston, Massachusetts, 02210",BOSTON,MA,02110,,,POINT (-71.045370395999953 42.352253828000073),-71.045370395999953,42.352253828000073
82,M,99.700000000000003,-71.038508802204632,42.334904168888414,7.000000000000000,2,DR JOSEPH P TYNAN SCHOOL,650 EAST FOURTH STREET,"650 East Fourth Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN CAFETERIA,,POINT (-71.038508801999967 42.334904169000026),-71.038508801999967,42.334904169000026
83,M,99.700000000000003,-71.050430215452991,42.333582384667153,7.000000000000000,4,UP ACADEMY (FORMERLY KNOWN AS GAVIN EDUCATION COMPLEX) ,215 DORCHESTER STREET,"215 Dorchester Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN ROOM 22,VOTER ENTRANCE RIGHT SIDE OF PARKING LOT ON WEST SEVENTH STREET,POINT (-71.050430214999949 42.333582385000057),-71.050430214999949,42.333582385000057
84,M,99.689999999999998,-71.052911174973900,42.328797323782368,7.000000000000000,6,MARY ELLEN MCCORMACK TASK FORCE OFFICE,345 OLD COLONY AVENUE,"345 Old Colony Avenue, South Boston, Massachusetts, 02127",BOSTON,MA,02127,,VOTER ENTRANCE DEVINE WAY,POINT (-71.052911174999963 42.32879732400005),-71.052911174999963,42.328797324000050
85,M,99.689999999999998,-71.053017876601317,42.332973062215814,7.000000000000000,5,WEST NINTH STREET ELDERLY COMMUNITY ROOM ,185 WEST NINTH STREET,"185 West Ninth Street, South Boston, Massachusetts, 02127",BOSTON,MA,02127,VOTE IN COMMUNITY ROOM,HP ENTRANCE REAR OF BUILDING,POINT (-71.053017876999945 42.332973062000065),-71.053017876999945,42.332973062000065
86,M,99.689999999999998,-71.052911174973900,42.328797323782368,7.000000000000000,7,MARY ELLEN MCCORMACK TASK FORCE OFFICE,345 OLD COLONY AVENUE,"345 Old Colony Avenue, South Boston, Massachusetts, 02127",BOSTON,MA,02127,,VOTER ENTRANCE DEVINE WAY,POINT (-71.052911174999963 42.32879732400005),-71.052911174999963,42.328797324000050
87,M,99.689999999999998,-71.058871211045826,42.324267324211206,7.000000000000000,8,BELLFLOWER APARTMENTS ,24 BELLFLOWER STREET,"24 Bellflower Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE DORSET STREET HP USE MAIN ENTRANCE,POINT (-71.058871210999939 42.324267324000061),-71.058871210999939,42.324267324000061
88,M,99.689999999999998,-71.058871211045826,42.324267324211206,7.000000000000000,9,BELLFLOWER APARTMENTS ,24 BELLFLOWER STREET,"24 Bellflower Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE DORSET STREET HP USE MAIN ENTRANCE,POINT (-71.058871210999939 42.324267324000061),-71.058871210999939,42.324267324000061
89,M,99.709999999999994,-71.068829368128462,42.341591992903432,8.000000000000000,1,CATHEDRAL HIGH SCHOOL GYMNASIUM ,1336 WASHINGTON STREET,"1336 Washington St, Boston, Massachusetts, 02118",BOSTON,MA,02118,,VOTER ENTRANCE RIGHT SIDE OF BUILDING ON UNION PARK STREET,POINT (-71.068829367999967 42.341591993000065),-71.068829367999967,42.341591993000065
90,M,99.659999999999997,-71.076708068641238,42.326819404180554,8.000000000000000,3,VINE STREET COMMUNITY CENTER ,339 DUDLEY STREET,"339 Dudley Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,HP ENTRANCE ELEVATOR TO RIGHT OF MAIN ENTRANCE,POINT (-71.076708068999949 42.326819404000048),-71.076708068999949,42.326819404000048
91,M,100.000000000000000,-71.067171223027245,42.315267339495591,7.000000000000000,10,UPHAMS CROSSING ,530 COLUMBIA ROAD,"530 Columbia Road, #10, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,VOTERS ENTER FROM DOOR AT THE CORNER OF DAVERNS AVENUE AND COLUMBIA ROAD,POINT (-71.067171222999946 42.315267339000059),-71.067171222999946,42.315267339000059
92,M,99.709999999999994,-71.068829368128462,42.341591992903432,8.000000000000000,2,CATHEDRAL HIGH SCHOOL GYMNASIUM ,1336 WASHINGTON STREET,"1336 Washington St, Boston, Massachusetts, 02118",BOSTON,MA,02118,,VOTER ENTRANCE RIGHT SIDE OF BUILDING ON UNION PARK STREET,POINT (-71.068829367999967 42.341591993000065),-71.068829367999967,42.341591993000065
93,M,99.659999999999997,-71.078529540020284,42.329908428867299,8.000000000000000,4,ORCHARD GARDENS COMMUNITY CENTER ,2 DEARBORN STREET,"2 Dearborn Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,,POINT (-71.078529539999977 42.329908429000056),-71.078529539999977,42.329908429000056
94,M,99.659999999999997,-71.078529540020284,42.329908428867299,8.000000000000000,6,ORCHARD GARDENS COMMUNITY CENTER ,2 DEARBORN STREET,"2 Dearborn Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,,POINT (-71.078529539999977 42.329908429000056),-71.078529539999977,42.329908429000056
95,M,99.640000000000001,-71.072860188350475,42.341179322610230,9.000000000000000,1,YOUTH DEVELOPMENT PROGRAM , 2 SAN JUAN STREET,"2 San Juan Street, Boston, Massachusetts, 02118",BOSTON,MA,02118,,,POINT (-71.072860187999936 42.341179323000063),-71.072860187999936,42.341179323000063
96,M,99.709999999999994,-71.076211189420988,42.337457338505175,9.000000000000000,2,WASHINGTON MANOR APARTMENTS ,1701 WASHINGTON STREET,"1701 Washington Street, Boston, Massachusetts, 02118",BOSTON,MA,02118,VOTE IN THE COMMUNITY ROOM,,POINT (-71.076211188999935 42.337457339000025),-71.076211188999935,42.337457339000025
97,M,99.150000000000006,-71.069647991596554,42.319327910579432,8.000000000000000,5,THE SALVATION ARMY RAY & JOAN KROC COMMUNITY CENTER ,650 DUDLEY STREET,"650 Dudley Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02119,VOTE IN ROOM W101  VILLAGE HALL 1 AND 2,,POINT (-71.069647991999943 42.319327911000073),-71.069647991999943,42.319327911000073
98,M,100.000000000000000,-71.078901193607081,42.335327329270228,9.000000000000000,3,MANDELA HOMES , 1855 WASHINGTON STREET,"1855 Washington Street, #3, Boston, Massachusetts, 02118",BOSTON,MA,02118,,VOTER ENTRANCE REAR PARKING LOT,POINT (-71.078901193999968 42.335327329000052),-71.078901193999968,42.335327329000052
99,M,99.680000000000007,-71.088952939533144,42.335379841893626,9.000000000000000,7,NORTHEASTERN CROSSING , 1155 TREMONT STREET,"1155 Tremont Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,,,POINT (-71.088952939999956 42.335379842000066),-71.088952939999956,42.335379842000066
100,M,99.680000000000007,-71.091121170246566,42.329707347010128,9.000000000000000,5,MARCUS GARVEY GARDENS ,44 JOHN ELIOT SQUARE,"44 John Eliot Square, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN THE COMMUNITY ROOM,VOTER ENTRANCE REAR PARKING LOT,POINT (-71.091121169999951 42.329707347000067),-71.091121169999951,42.329707347000067
101,M,99.709999999999994,-71.078181188124319,42.336747349396688,9.000000000000000,6,HAMPTON HOUSE ,155 NORTHAMPTON STREET,"155 Northampton Street, Boston, Massachusetts, 02118",BOSTON,MA,02118,VOTE IN THE COMMUNITY ROOM,,POINT (-71.078181187999974 42.336747349000063),-71.078181187999974,42.336747349000063
102,M,99.140000000000001,-71.084681773132033,42.332816278716933,9.000000000000000,4,DEWITT CENTER ,122 DEWITT DRIVE,"122 Dewitt Drive, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02119,VOTE IN THE GYMNASIUM,VOTER ENTRANCE REAR OF BUILDING THROUGH THE PARKING LOT,POINT (-71.084681772999943 42.332816279000042),-71.084681772999943,42.332816279000042
103,M,99.680000000000007,-71.098141181794063,42.332227324290301,10.000000000000000,3,TOBIN MUNICIPAL BUILDING ,1481 TREMONT STREET,"1481 Tremont Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,VOTE IN DOWNSTAIRS COMMUNITY ROOM,VOTER ENTRANCE RIGHT SIDE OF BUILDING,POINT (-71.098141181999949 42.33222732400003),-71.098141181999949,42.332227324000030
104,M,97.140000000000001,-71.088929999999948,42.343815000000063,10.000000000000000,4,ROBERT AND THERESA PARKS COMMUNITY BUILDING,,"02115, Boston, Massachusetts",BOSTON,MA,02115,VOTE IN COMMUNITY ROOM ON FIRST FLOOR,VOTER ENTRANCE 2 NEW WHITNEY STREET,POINT (-71.088929999999948 42.343815000000063),-71.088929999999948,42.343815000000063
105,M,99.680000000000007,-71.098141181794063,42.332227324290301,10.000000000000000,5,TOBIN MUNICIPAL BUILDING ,1481 TREMONT STREET,"1481 Tremont Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,VOTE IN DOWNSTAIRS COMMUNITY ROOM,VOTER ENTRANCE RIGHT SIDE OF BUILDING,POINT (-71.098141181999949 42.33222732400003),-71.098141181999949,42.332227324000030
106,M,99.640000000000001,-71.105839959860702,42.321793992222183,10.000000000000000,6,JOHN F KENNEDY ELEMENTARY SCHOOL ,7 BOLSTER STREET,"7 Bolster Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WYMAN STREET,POINT (-71.105839959999969 42.321793992000039),-71.105839959999969,42.321793992000039
107,M,99.120000000000005,-71.098650969145197,42.333980734615579,10.000000000000000,1,MISSION MAIN COMMUNITY CENTER ,43 SMITH STREET,"43 Smith Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.098650968999948 42.333980735000068),-71.098650968999948,42.333980735000068
108,M,99.120000000000005,-71.098650969145197,42.333980734615579,10.000000000000000,2,MISSION MAIN COMMUNITY CENTER ,43 SMITH STREET,"43 Smith Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.098650968999948 42.333980735000068),-71.098650968999948,42.333980735000068
109,M,99.670000000000002,-71.101839193656033,42.323929323965643,10.000000000000000,7,JULIA MARTIN HOUSE , 90 BICKFORD STREET,"90 Bickford Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,,POINT (-71.101839193999979 42.323929324000062),-71.101839193999979,42.323929324000062
110,M,100.000000000000000,-71.094571748326800,42.330845777099427,11.000000000000000,1,ROXBURY COMMUNITY COLLEGE , 1234 COLUMBUS AVENUE,"1234 Columbus Avenue, Bldg 1, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,VOTE IN STUDENT LOUNGE 103,VOTER ENTRANCE CORNER OF CEDAR STREET AND COLUMBUS AVENUE BUILDING 4 1ST FLOOR LOBBY,POINT (-71.094571747999964 42.330845777000036),-71.094571747999964,42.330845777000036
111,M,99.659999999999997,-71.112951250333779,42.318517338632859,10.000000000000000,9,CURLEY K8 (FORMERLY KNOWN AS MARY E CURLEY SCHOOL),493 CENTRE STREET,"493 Centre Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN CAFETERIA,VOTER ENTRANCE THROUGH DRIVEWAY ON PERSHING ROAD,POINT (-71.112951249999981 42.318517339000039),-71.112951249999981,42.318517339000039
112,M,99.739999999999995,-71.110421172860271,42.329327311520160,10.000000000000000,8,BACK OF THE HILL APARTMENTS ,100 SOUTH HUNTINGTON AVENUE,"100 South Huntington Avenue, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,,POINT (-71.110421172999963 42.329327312000032),-71.110421172999963,42.329327312000032
113,M,99.709999999999994,-71.090165130370380,42.322442416251846,11.000000000000000,2,SHELBURNE CENTER ,2730 WASHINGTON STREET,"2730 Washington Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.090165129999946 42.322442416000058),-71.090165129999946,42.322442416000058
114,M,99.659999999999997,-71.086310125461921,42.320957017280620,11.000000000000000,3,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY,POINT (-71.086310124999954 42.320957017000069),-71.086310124999954,42.320957017000069
115,M,99.640000000000001,-71.100201202137484,42.319097324423069,11.000000000000000,4,WORD OF LIFE TABERNACLE CHURCH ,120 AMORY STREET,"120 Amory Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN BISHOP SAMUEL A DARDEN HALL,VOTER ENTRANCE LEFT SIDE OF BUILDING FROM BRAGDON STREET,POINT (-71.100201201999937 42.31909732400004),-71.100201201999937,42.319097324000040
116,M,100.000000000000000,-71.097201235171966,42.315337328387102,11.000000000000000,5,WALNUT PARK APARTMENTS ,1990 COLUMBUS AVENUE,"1990 Columbus Avenue, #5, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.097201234999943 42.315337328000055),-71.097201234999943,42.315337328000055
117,M,99.670000000000002,-71.109601171272615,42.306017322608284,11.000000000000000,7,BOSTON ENGLISH HIGH SCHOOL ,144 MCBRIDE STREET,"144 McBride Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WILLIAMS STREET SIDE DOOR,POINT (-71.109601170999952 42.306017323000049),-71.109601170999952,42.306017323000049
118,M,99.670000000000002,-71.109601171272615,42.306017322608284,11.000000000000000,8,BOSTON ENGLISH HIGH SCHOOL ,144 MCBRIDE STREET,"144 McBride Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WILLIAMS STREET SIDE DOOR,POINT (-71.109601170999952 42.306017323000049),-71.109601170999952,42.306017323000049
119,M,99.659999999999997,-71.083801170384419,42.326807334239959,12.000000000000000,1,BOYS AND GIRLS CLUB OF BOSTON  YAWKEY CLUB OF ROXBURY,115 WARREN STREET,"115 Warren Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN WHITLOCK PERFORMING ARTS CENTER,,POINT (-71.083801169999958 42.32680733400008),-71.083801169999958,42.326807334000080
120,M,99.569999999999993,-71.114291181375407,42.307277332203114,11.000000000000000,9,MARGARITA MUNIZ ACADEMY (FORMERLY LOUIS AGASSIZ ELEMENTARY SCHOOL),20 CHILD ST,"20 Child Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRANCE,POINT (-71.114291180999942 42.307277332000069),-71.114291180999942,42.307277332000069
121,M,99.709999999999994,-71.103661167949284,42.310827319655033,11.000000000000000,6,BROOKSIDE FAMILY LIFE CENTER ,3297 WASHINGTON STREET,"3297 Washington Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,,POINT (-71.103661167999974 42.310827320000044),-71.103661167999974,42.310827320000044
122,M,99.170000000000002,-71.114291181375407,42.307277332203114,11.000000000000000,10,MARGARITA MUNIZ ACADEMY (FORMERLY LOUIS AGASSIZ ELEMENTARY SCHOOL),20 CHILD ST,"20 Child Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRANCE,POINT (-71.114291180999942 42.307277332000069),-71.114291180999942,42.307277332000069
123,M,99.659999999999997,-71.083801170384419,42.326807334239959,12.000000000000000,4,BOYS AND GIRLS CLUB OF BOSTON  YAWKEY CLUB OF ROXBURY,115 WARREN STREET,"115 Warren Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN WHITLOCK PERFORMING ARTS CENTER,,POINT (-71.083801169999958 42.32680733400008),-71.083801169999958,42.326807334000080
124,M,99.659999999999997,-71.086310125461921,42.320957017280620,12.000000000000000,3,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY,POINT (-71.086310124999954 42.320957017000069),-71.086310124999954,42.320957017000069
125,M,99.670000000000002,-71.089021168224988,42.308077342951719,12.000000000000000,7,HOLGATE APARTMENTS ,129 ELM HILL AVENUE,"129 Elm Hill Avenue, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN LOUNGE,,POINT (-71.089021167999988 42.308077343000036),-71.089021167999988,42.308077343000036
126,M,99.680000000000007,-71.078781164753622,42.315126355884189,12.000000000000000,6,REVEREND DR MICHAEL E HAYNES EARLY EDUCATION CENTER ,263 BLUE HILL AVENUE,"263 Blue Hill Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN CAFETERIA,,POINT (-71.078781164999953 42.315126356000064),-71.078781164999953,42.315126356000064
127,M,100.000000000000000,-71.083311164324783,42.318777345269353,12.000000000000000,2,DR MARTIN LUTHER KING JR TOWERS ,280 MARTIN L KING BOULEVARD,"280 Martin Luther King Jr Boulevard, #2, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.083311163999952 42.318777345000058),-71.083311163999952,42.318777345000058
128,M,99.659999999999997,-71.086310125461921,42.320957017280620,12.000000000000000,8,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY,POINT (-71.086310124999954 42.320957017000069),-71.086310124999954,42.320957017000069
129,M,99.659999999999997,-71.086310125461921,42.320957017280620,12.000000000000000,9,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY,POINT (-71.086310124999954 42.320957017000069),-71.086310124999954,42.320957017000069
130,M,100.000000000000000,-71.083311164324783,42.318777345269353,12.000000000000000,5,DR MARTIN LUTHER KING JR TOWERS ,280 MARTIN L KING BOULEVARD,"280 Martin Luther King Jr Boulevard, #5, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,,POINT (-71.083311163999952 42.318777345000058),-71.083311163999952,42.318777345000058
131,M,99.680000000000007,-71.075627222226757,42.318211315347924,13.000000000000000,1,JOHN WINTHROP ELEMENTARY SCHOOL ,35 BROOKFORD STREET,"35 Brookford Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN JOSEPH JOYCE AUDITORIUM,VOTER ENTRANCE RIGHT SIDE OF BUILDING FROM DANUBE STREET,POINT (-71.07562722199998 42.318211315000042),-71.075627221999980,42.318211315000042
132,M,99.709999999999994,-71.045130840989358,42.319100048541600,13.000000000000000,3,CORCORAN MULLINS JENNISON COMMUNITY BUILDING , 270 MOUNT VERNON STREET,"270 Mount Vernon Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,,VOTE IN PORTLAND HALL 2ND FLOOR,POINT (-71.045130840999946 42.319100049000042),-71.045130840999946,42.319100049000042
133,M,99.680000000000007,-71.075627222226757,42.318211315347924,13.000000000000000,2,JOHN WINTHROP ELEMENTARY SCHOOL ,35 BROOKFORD STREET,"35 Brookford Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN JOSEPH JOYCE AUDITORIUM,VOTER ENTRANCE RIGHT SIDE OF BUILDING FROM DANUBE STREET,POINT (-71.07562722199998 42.318211315000042),-71.075627221999980,42.318211315000042
134,M,99.659999999999997,-71.075407364906468,42.309065653155130,13.000000000000000,4,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL,POINT (-71.075407364999933 42.309065653000062),-71.075407364999933,42.309065653000062
135,M,99.680000000000007,-71.061339262435837,42.317787777780467,13.000000000000000,6,ANNAPOLIS APARTMENTS ,8A ANNAPOLIS STREET,"8A Annapolis Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM VOTER ENTRANCE ANNAPOLIS COURT YARD,HP ENTRANCE REAR OF BUILDING,POINT (-71.061339261999933 42.317787778000024),-71.061339261999933,42.317787778000024
136,M,99.700000000000003,-71.057041190125531,42.319387338272946,13.000000000000000,7,CATHERINE F CLARK APARTMENTS ,915 DORCHESTER AVENUE,"915 Dorchester Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,,POINT (-71.05704118999995 42.31938733800007),-71.057041189999950,42.319387338000070
137,M,99.700000000000003,-71.057041190125531,42.319387338272946,13.000000000000000,8,CATHERINE F CLARK APARTMENTS ,915 DORCHESTER AVENUE,"915 Dorchester Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,,POINT (-71.05704118999995 42.31938733800007),-71.057041189999950,42.319387338000070
138,M,100.000000000000000,-71.067171223027245,42.315267339495591,13.000000000000000,5,UPHAMS CROSSING ,530 COLUMBIA ROAD,"530 Columbia Road, #5, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN MEETING ROOM,VOTERS ENTER FROM DOOR AT THE CORNER OF DAVERNS AVENUE AND COLUMBIA ROAD,POINT (-71.067171222999946 42.315267339000059),-71.067171222999946,42.315267339000059
139,M,99.670000000000002,-71.059770337799463,42.313696277473923,13.000000000000000,9,EDWARD EVERETT ELEMENTARY SCHOOL ,71 PLEASANT STREET,"71 Pleasant Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN ART ROOM ON MAIN FLOOR,VOTER ENTRANCE FROM LEFT SIDE SCHOOL YARD,POINT (-71.059770337999964 42.313696277000076),-71.059770337999964,42.313696277000076
140,M,99.670000000000002,-71.080212207082752,42.296975302648264,14.000000000000000,2,SARAH GREENWOOD SCHOOL ,186 GLENWAY STREET,"186 Glenway Street, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN ART ROOM,VOTER ENTRANCE REAR SCHOOL YARD,POINT (-71.080212206999988 42.296975303000067),-71.080212206999988,42.296975303000067
141,M,99.659999999999997,-71.075407364906468,42.309065653155130,14.000000000000000,1,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL,POINT (-71.075407364999933 42.309065653000062),-71.075407364999933,42.309065653000062
142,M,99.390000000000001,-71.054041139340981,42.312147343676600,13.000000000000000,10,CRISTO REY BOSTON HIGH SCHOOL ,100 SAVIN HILL AVENUE,"100 Savin Hill Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN LIBRARY,HP ENTRANCE RAMP RIGHT SIDE OF BUILDING,POINT (-71.054041138999935 42.312147344000039),-71.054041138999935,42.312147344000039
143,M,99.670000000000002,-71.086840951390030,42.282129611020025,14.000000000000000,5,PAULINE AGASSIZ SHAW SCHOOL ,429 NORFOLK STREET,"429 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN LARGE CAFETERIA,VOTER ENTRANCE REAR DOOR ON MORTON STREET,POINT (-71.086840950999942 42.282129611000073),-71.086840950999942,42.282129611000073
144,M,99.659999999999997,-71.075407364906468,42.309065653155130,14.000000000000000,3,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL,POINT (-71.075407364999933 42.309065653000062),-71.075407364999933,42.309065653000062
